1685946824.164000,376031.357599,3452733.555618,31.664126,0.014257,0.009871,-0.699352,0.714567
1685946824.214000,376032.162427,3452733.577562,31.659033,0.014126,0.009605,-0.699184,0.714738
1685946824.264000,376032.965479,3452733.601163,31.651402,0.014260,0.009421,-0.698980,0.714937
1685946824.314000,376033.740159,3452733.609076,31.648456,0.014801,0.009486,-0.698889,0.715014
1685946824.364000,376034.576356,3452733.603675,31.628890,0.014116,0.008379,-0.697687,0.716214
1685946824.414000,376035.642513,3452733.704819,31.618508,0.014886,0.008575,-0.698922,0.714991
1685946824.464000,376036.453601,3452733.722879,31.608219,0.014922,0.008327,-0.698730,0.715182
1685946824.514000,376037.258229,3452733.762138,31.610956,0.014638,0.008198,-0.698691,0.715227
1685946824.564000,376038.141856,3452733.775533,31.602112,0.014925,0.008244,-0.698325,0.715578
1685946824.614000,376038.879288,3452733.788199,31.612571,0.014882,0.007823,-0.698148,0.715756
1685946824.664000,376039.771679,3452733.829350,31.602730,0.015141,0.007379,-0.698082,0.715820
1685946824.714000,376040.511226,3452733.831062,31.620306,0.015194,0.007437,-0.697706,0.716185
1685946824.764000,376041.265037,3452733.827715,31.629557,0.015291,0.007250,-0.697453,0.716431
1685946824.814000,376042.101128,3452733.863929,31.626566,0.015463,0.007559,-0.697253,0.716618
1685946824.864000,376043.271935,3452733.914330,31.611221,0.016018,0.008024,-0.696992,0.716855
1685946824.914000,376043.793265,3452733.952336,31.594094,0.016041,0.007929,-0.697202,0.716652
1685946824.964000,376044.631783,3452733.984373,31.593356,0.016017,0.008173,-0.697191,0.716659
1685946825.013000,376045.407265,3452734.020737,31.594687,0.015824,0.008394,-0.697278,0.716577
1685946825.064000,376046.260770,3452734.043997,31.582290,0.016212,0.008415,-0.697146,0.716696
1685946825.114000,376047.056469,3452734.077626,31.582676,0.016051,0.008184,-0.696969,0.716875
1685946825.164000,376047.879514,3452734.105735,31.585596,0.015922,0.007784,-0.696819,0.717028
1685946825.214000,376048.718392,3452734.134918,31.579120,0.015994,0.007552,-0.696695,0.717150
1685946825.264000,376049.654228,3452734.139469,31.563986,0.016166,0.007291,-0.696208,0.717621
1685946825.315000,376050.378358,3452734.135812,31.590320,0.015661,0.007156,-0.695803,0.718026
1685946825.364000,376051.179427,3452734.155121,31.591687,0.015504,0.007044,-0.695555,0.718271
1685946825.414000,376052.066831,3452734.201356,31.588386,0.015390,0.006864,-0.695470,0.718357
1685946825.464000,376052.915458,3452734.229070,31.585995,0.015264,0.006719,-0.695267,0.718558
1685946825.514000,376053.739989,3452734.268095,31.584453,0.015125,0.006633,-0.695147,0.718678
1685946825.564000,376054.551089,3452734.300341,31.588616,0.015085,0.006547,-0.695128,0.718698
1685946825.614000,376055.415480,3452734.342577,31.585963,0.015039,0.006343,-0.694936,0.718887
1685946825.664000,376056.256556,3452734.372283,31.588981,0.015240,0.006165,-0.694788,0.719026
1685946825.714000,376057.119619,3452734.415193,31.585611,0.015371,0.005854,-0.694693,0.719118
1685946825.764000,376057.946331,3452734.453576,31.581156,0.015363,0.005761,-0.694609,0.719201
1685946825.814000,376058.794744,3452734.503112,31.580996,0.015356,0.005764,-0.694520,0.719286
1685946825.864000,376059.728517,3452734.561245,31.565272,0.015448,0.005655,-0.694103,0.719687
1685946825.914000,376060.378249,3452734.557340,31.587759,0.015309,0.005588,-0.694369,0.719435
1685946825.964000,376061.215802,3452734.594986,31.594405,0.015427,0.005528,-0.694264,0.719534
1685946826.014000,376062.060428,3452734.635324,31.587301,0.015671,0.005573,-0.694095,0.719691
1685946826.064000,376062.934097,3452734.693717,31.577972,0.015979,0.005582,-0.694112,0.719668
1685946826.114000,376063.754460,3452734.725424,31.580690,0.016029,0.005608,-0.693903,0.719868
1685946826.164000,376064.629031,3452734.750892,31.590131,0.016172,0.005670,-0.693557,0.720198
1685946826.214000,376065.522291,3452734.781811,31.586597,0.016506,0.005616,-0.693196,0.720538
1685946826.264000,376066.320523,3452734.820343,31.590003,0.016700,0.005692,-0.693060,0.720664
1685946826.314000,376067.137971,3452734.861211,31.593067,0.016649,0.005751,-0.692822,0.720894
1685946826.364000,376068.008356,3452734.891163,31.599801,0.016440,0.005625,-0.692567,0.721144
1685946826.414000,376068.827234,3452734.942855,31.596952,0.016373,0.005556,-0.692476,0.721234
1685946826.464000,376069.638991,3452734.975476,31.606159,0.016299,0.005435,-0.692276,0.721428
1685946826.513000,376070.365050,3452735.000566,31.616607,0.016264,0.005253,-0.692044,0.721653
1685946826.564000,376071.181158,3452735.043247,31.622457,0.016353,0.005117,-0.691878,0.721811
1685946826.614000,376072.118635,3452735.095918,31.622869,0.016515,0.005068,-0.691654,0.722023
1685946826.664000,376072.954116,3452735.158822,31.612206,0.016723,0.004984,-0.691519,0.722147
1685946826.714000,376073.733078,3452735.196587,31.615195,0.016788,0.005052,-0.691209,0.722442
1685946826.764000,376074.454685,3452735.206458,31.635212,0.016696,0.005132,-0.691028,0.722617
1685946826.815000,376075.336935,3452735.282556,31.623186,0.016654,0.005317,-0.690791,0.722843
1685946826.864000,376076.046224,3452735.288080,31.648892,0.016213,0.005487,-0.690509,0.723122
1685946826.914000,376076.936395,3452735.350036,31.634570,0.016477,0.005488,-0.690433,0.723188
1685946826.964000,376077.748611,3452735.405120,31.636041,0.016590,0.005466,-0.690264,0.723346
1685946827.014000,376078.437636,3452735.411437,31.662675,0.016397,0.005526,-0.689885,0.723712
1685946827.064000,376079.380566,3452735.483220,31.648314,0.016662,0.005432,-0.689716,0.723868
1685946827.114000,376080.142840,3452735.497949,31.665117,0.016722,0.005553,-0.689322,0.724240
1685946827.164000,376081.024854,3452735.548174,31.664428,0.016988,0.005500,-0.689058,0.724486
1685946827.214000,376081.818218,3452735.595445,31.669731,0.017072,0.005514,-0.688820,0.724711
1685946827.264000,376082.686266,3452735.660229,31.670149,0.017152,0.005557,-0.688631,0.724888
1685946827.314000,376083.415300,3452735.680281,31.685705,0.017227,0.005571,-0.688327,0.725175
1685946827.364000,376084.251603,3452735.729250,31.694804,0.017278,0.005674,-0.688118,0.725371
1685946827.414000,376085.016972,3452735.784742,31.691163,0.017676,0.005493,-0.687944,0.725528
1685946827.464000,376085.824327,3452735.820722,31.701323,0.017869,0.005454,-0.687743,0.725714
1685946827.514000,376086.671337,3452735.885542,31.705375,0.018034,0.005357,-0.687513,0.725928
1685946827.564000,376087.513550,3452735.948958,31.709384,0.017975,0.005266,-0.687278,0.726153
1685946827.614000,376088.298731,3452736.007136,31.708328,0.018100,0.005199,-0.687131,0.726289
1685946827.664000,376089.073010,3452736.057172,31.718693,0.018057,0.005222,-0.686923,0.726487
1685946827.714000,376089.838276,3452736.090392,31.731126,0.018045,0.005139,-0.686710,0.726689
1685946827.764000,376090.641944,3452736.153351,31.736740,0.017830,0.005074,-0.686529,0.726866
